Order ID,Order_Date,City,Month,Hour,DayOfWeek,DayType,Total_Items,Unique_Products,Order_Value,Order_Segment,Categories,Is_Multi_Product
198704,2019-05-25 20:31:00,Boston,5,20,Saturday,Weekend,1,1,11.99,Low,Audio,0
198705,2019-05-10 13:27:00,Austin,5,13,Friday,Weekday,1,1,14.95,Medium,Accessories,0
198706,2019-05-10 06:03:00,San Francisco,5,6,Friday,Weekday,1,1,150.0,High,Audio,0
198707,2019-05-03 23:19:00,Seattle,5,23,Friday,Weekday,3,2,27.82,Medium,"Accessories, Audio",1
198708,2019-05-08 19:22:00,Dallas,5,19,Wednesday,Weekday,1,1,11.95,Low,Accessories,0
198709,2019-05-24 10:11:00,Boston,5,10,Friday,Weekday,1,1,150.0,High,Audio,0
198710,2019-05-09 17:37:00,Atlanta,5,17,Thursday,Weekday,1,1,2.99,Low,Accessories,0
198711,2019-05-26 02:17:00,Portland,5,2,Sunday,Weekend,1,1,3.84,Low,Accessories,0
198712,2019-05-01 13:01:00,Los Angeles,5,13,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
198713,2019-05-06 20:59:00,Boston,5,20,Monday,Weekday,1,1,2.99,Low,Accessories,0
198714,2019-05-19 22:45:00,Atlanta,5,22,Sunday,Weekend,1,1,11.99,Low,Audio,0
198715,2019-05-30 07:51:00,New York City,5,7,Thursday,Weekday,2,2,611.95,High,"Accessories, Electronics",1
198716,2019-05-18 10:49:00,Los Angeles,5,10,Saturday,Weekend,1,1,700.0,High,Electronics,0
198717,2019-05-27 16:54:00,San Francisco,5,16,Monday,Weekday,1,1,300.0,High,Electronics,0
198718,2019-05-29 19:57:00,San Francisco,5,19,Wednesday,Weekday,1,1,150.0,High,Audio,0
198719,2019-05-16 22:44:00,San Francisco,5,22,Thursday,Weekday,2,1,23.98,Medium,Audio,0
198720,2019-05-27 16:28:00,San Francisco,5,16,Monday,Weekday,1,1,99.99,Medium,Audio,0
198721,2019-05-15 14:04:00,Dallas,5,14,Wednesday,Weekday,2,1,7.68,Low,Accessories,0
198722,2019-05-27 16:28:00,Atlanta,5,16,Monday,Weekday,2,1,23.9,Medium,Accessories,0
198723,2019-05-27 12:25:00,Austin,5,12,Monday,Weekday,1,1,11.95,Low,Accessories,0
198724,2019-05-11 05:12:00,New York City,5,5,Saturday,Weekend,1,1,300.0,High,Electronics,0
198725,2019-05-26 17:20:00,New York City,5,17,Sunday,Weekend,1,1,600.0,High,Electronics,0
198726,2019-05-20 16:45:00,Seattle,5,16,Monday,Weekday,1,1,149.99,Medium,Electronics,0
198727,2019-05-24 14:45:00,Los Angeles,5,14,Friday,Weekday,1,1,3.84,Low,Accessories,0
198728,2019-05-18 19:05:00,Los Angeles,5,19,Saturday,Weekend,1,1,700.0,High,Electronics,0
198729,2019-05-11 13:04:00,Los Angeles,5,13,Saturday,Weekend,2,1,5.98,Low,Accessories,0
198730,2019-05-01 15:05:00,San Francisco,5,15,Wednesday,Weekday,2,1,23.98,Medium,Audio,0
198731,2019-05-02 14:12:00,Boston,5,14,Thursday,Weekday,1,1,149.99,Medium,Electronics,0
198732,2019-05-29 10:57:00,Atlanta,5,10,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
198733,2019-05-23 15:43:00,Austin,5,15,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
198734,2019-05-21 13:42:00,Los Angeles,5,13,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
198735,2019-05-09 16:32:00,Boston,5,16,Thursday,Weekday,1,1,700.0,High,Electronics,0
198736,2019-05-18 08:22:00,San Francisco,5,8,Saturday,Weekend,1,1,11.95,Low,Accessories,0
198737,2019-05-05 23:08:00,Dallas,5,23,Sunday,Weekend,1,1,11.95,Low,Accessories,0
198738,2019-05-26 21:12:00,Dallas,5,21,Sunday,Weekend,1,1,1700.0,High,Electronics,0
198739,2019-05-05 22:05:00,Los Angeles,5,22,Sunday,Weekend,1,1,999.99,High,Electronics,0
198740,2019-05-26 12:34:00,San Francisco,5,12,Sunday,Weekend,1,1,149.99,Medium,Electronics,0
198741,2019-05-22 16:15:00,Los Angeles,5,16,Wednesday,Weekday,1,1,11.99,Low,Audio,0
198742,2019-05-17 12:49:00,New York City,5,12,Friday,Weekday,1,1,150.0,High,Audio,0
198743,2019-05-18 03:54:00,San Francisco,5,3,Saturday,Weekend,1,1,3.84,Low,Accessories,0
198744,2019-05-17 00:03:00,Seattle,5,0,Friday,Weekday,1,1,379.99,High,Electronics,0
198745,2019-05-03 06:53:00,San Francisco,5,6,Friday,Weekday,1,1,150.0,High,Audio,0
198746,2019-05-01 18:58:00,San Francisco,5,18,Wednesday,Weekday,1,1,11.99,Low,Audio,0
198747,2019-05-31 20:09:00,New York City,5,20,Friday,Weekday,1,1,99.99,Medium,Audio,0
198748,2019-05-11 09:24:00,Seattle,5,9,Saturday,Weekend,1,1,150.0,High,Audio,0
198749,2019-05-29 18:18:00,Los Angeles,5,18,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
198750,2019-05-02 11:24:00,New York City,5,11,Thursday,Weekday,3,1,8.97,Low,Accessories,0
198751,2019-05-08 14:55:00,Boston,5,14,Wednesday,Weekday,1,1,11.95,Low,Accessories,0
198752,2019-05-09 20:41:00,Boston,5,20,Thursday,Weekday,2,2,14.94,Medium,Accessories,1
198753,2019-05-16 20:41:00,New York City,5,20,Thursday,Weekday,1,1,11.95,Low,Accessories,0
198754,2019-05-29 21:38:00,San Francisco,5,21,Wednesday,Weekday,1,1,150.0,High,Audio,0
198755,2019-05-12 13:25:00,New York City,5,13,Sunday,Weekend,1,1,150.0,High,Audio,0
198756,2019-05-09 14:08:00,San Francisco,5,14,Thursday,Weekday,1,1,999.99,High,Electronics,0
198757,2019-05-23 20:04:00,New York City,5,20,Thursday,Weekday,1,1,11.95,Low,Accessories,0
198758,2019-05-01 21:40:00,Boston,5,21,Wednesday,Weekday,1,1,150.0,High,Audio,0
198759,2019-05-27 17:58:00,Atlanta,5,17,Monday,Weekday,2,1,5.98,Low,Accessories,0
198760,2019-05-25 17:20:00,San Francisco,5,17,Saturday,Weekend,1,1,11.95,Low,Accessories,0
198761,2019-05-18 19:56:00,San Francisco,5,19,Saturday,Weekend,1,1,600.0,High,Electronics,0
198762,2019-05-26 12:34:00,San Francisco,5,12,Sunday,Weekend,1,1,149.99,Medium,Electronics,0
198763,2019-05-17 11:11:00,San Francisco,5,11,Friday,Weekday,2,1,7.68,Low,Accessories,0
198764,2019-05-28 12:16:00,Los Angeles,5,12,Tuesday,Weekday,1,1,149.99,Medium,Electronics,0
198765,2019-05-18 18:39:00,Dallas,5,18,Saturday,Weekend,1,1,3.84,Low,Accessories,0
198766,2019-05-23 19:40:00,Boston,5,19,Thursday,Weekday,1,1,149.99,Medium,Electronics,0
198767,2019-05-06 11:00:00,New York City,5,11,Monday,Weekday,1,1,389.99,High,Electronics,0
198768,2019-05-26 18:18:00,San Francisco,5,18,Sunday,Weekend,1,1,11.95,Low,Accessories,0
198769,2019-05-15 21:18:00,Los Angeles,5,21,Wednesday,Weekday,1,1,11.99,Low,Audio,0
198770,2019-05-21 00:17:00,Boston,5,0,Tuesday,Weekday,1,1,109.99,Medium,Electronics,0
198771,2019-05-07 10:07:00,New York City,5,10,Tuesday,Weekday,1,1,700.0,High,Electronics,0
198772,2019-05-06 13:20:00,San Francisco,5,13,Monday,Weekday,1,1,379.99,High,Electronics,0
198773,2019-05-09 19:12:00,New York City,5,19,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
198774,2019-05-20 20:03:00,Portland,5,20,Monday,Weekday,1,1,14.95,Medium,Accessories,0
198775,2019-05-03 22:01:00,Boston,5,22,Friday,Weekday,2,2,153.84,High,"Accessories, Audio",1
198776,2019-05-26 17:32:00,San Francisco,5,17,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
198777,2019-05-05 19:19:00,New York City,5,19,Sunday,Weekend,1,1,149.99,Medium,Electronics,0
198778,2019-05-26 20:38:00,San Francisco,5,20,Sunday,Weekend,1,1,2.99,Low,Accessories,0
198779,2019-05-10 16:53:00,San Francisco,5,16,Friday,Weekday,1,1,700.0,High,Electronics,0
198780,2019-05-13 22:55:00,Los Angeles,5,22,Monday,Weekday,1,1,1700.0,High,Electronics,0
198781,2019-05-16 07:27:00,San Francisco,5,7,Thursday,Weekday,1,1,3.84,Low,Accessories,0
198782,2019-05-09 23:05:00,Atlanta,5,23,Thursday,Weekday,1,1,109.99,Medium,Electronics,0
198783,2019-05-24 06:06:00,Boston,5,6,Friday,Weekday,1,1,2.99,Low,Accessories,0
198784,2019-05-25 11:13:00,Los Angeles,5,11,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
198785,2019-05-20 11:01:00,Austin,5,11,Monday,Weekday,1,1,600.0,High,Electronics,0
198786,2019-05-11 01:10:00,San Francisco,5,1,Saturday,Weekend,1,1,99.99,Medium,Audio,0
198787,2019-05-13 13:15:00,Los Angeles,5,13,Monday,Weekday,1,1,149.99,Medium,Electronics,0
198788,2019-05-24 17:53:00,San Francisco,5,17,Friday,Weekday,2,1,29.9,Medium,Accessories,0
198789,2019-05-05 19:52:00,San Francisco,5,19,Sunday,Weekend,1,1,11.95,Low,Accessories,0
198790,2019-05-11 08:45:00,Dallas,5,8,Saturday,Weekend,1,1,1700.0,High,Electronics,0
198791,2019-05-26 17:58:00,New York City,5,17,Sunday,Weekend,1,1,700.0,High,Electronics,0
198792,2019-05-19 08:58:00,Seattle,5,8,Sunday,Weekend,1,1,700.0,High,Electronics,0
198793,2019-05-07 08:58:00,San Francisco,5,8,Tuesday,Weekday,1,1,109.99,Medium,Electronics,0
198794,2019-05-03 14:46:00,San Francisco,5,14,Friday,Weekday,1,1,2.99,Low,Accessories,0
198795,2019-05-08 12:58:00,Dallas,5,12,Wednesday,Weekday,2,2,602.99,High,"Accessories, Electronics",1
198796,2019-05-04 00:03:00,Portland,5,0,Saturday,Weekend,1,1,11.95,Low,Accessories,0
198797,2019-05-11 20:05:00,Atlanta,5,20,Saturday,Weekend,1,1,99.99,Medium,Audio,0
198798,2019-05-25 13:23:00,Atlanta,5,13,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
198799,2019-05-11 20:48:00,Austin,5,20,Saturday,Weekend,1,1,3.84,Low,Accessories,0
198800,2019-05-01 06:39:00,Seattle,5,6,Wednesday,Weekday,1,1,1700.0,High,Electronics,0
198801,2019-05-22 14:13:00,Dallas,5,14,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
198802,2019-05-16 10:17:00,Los Angeles,5,10,Thursday,Weekday,1,1,150.0,High,Audio,0
198803,2019-05-10 09:12:00,San Francisco,5,9,Friday,Weekday,1,1,2.99,Low,Accessories,0
198804,2019-05-07 12:52:00,New York City,5,12,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
198805,2019-05-08 04:45:00,Seattle,5,4,Wednesday,Weekday,1,1,400.0,High,Electronics,0
198806,2019-05-18 12:10:00,San Francisco,5,12,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
198807,2019-05-30 11:33:00,Los Angeles,5,11,Thursday,Weekday,1,1,600.0,High,Electronics,0
198808,2019-05-06 12:43:00,New York City,5,12,Monday,Weekday,1,1,11.95,Low,Accessories,0
198809,2019-05-10 16:48:00,San Francisco,5,16,Friday,Weekday,1,1,999.99,High,Electronics,0
198810,2019-05-04 08:32:00,New York City,5,8,Saturday,Weekend,1,1,150.0,High,Audio,0
198811,2019-05-28 09:05:00,Los Angeles,5,9,Tuesday,Weekday,2,2,539.99,High,"Audio, Electronics",1
198812,2019-05-24 12:47:00,Boston,5,12,Friday,Weekday,1,1,14.95,Medium,Accessories,0
198813,2019-05-23 16:23:00,San Francisco,5,16,Thursday,Weekday,1,1,11.95,Low,Accessories,0
198814,2019-05-22 15:37:00,San Francisco,5,15,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
198815,2019-05-12 09:08:00,New York City,5,9,Sunday,Weekend,1,1,11.99,Low,Audio,0
198816,2019-05-29 13:28:00,Boston,5,13,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
198817,2019-05-05 19:19:00,San Francisco,5,19,Sunday,Weekend,1,1,2.99,Low,Accessories,0
198818,2019-05-14 22:06:00,Austin,5,22,Tuesday,Weekday,1,1,11.95,Low,Accessories,0
198819,2019-05-18 18:53:00,Atlanta,5,18,Saturday,Weekend,1,1,1700.0,High,Electronics,0
198820,2019-05-09 10:38:00,San Francisco,5,10,Thursday,Weekday,1,1,11.99,Low,Audio,0
198821,2019-05-19 22:19:00,Boston,5,22,Sunday,Weekend,2,1,5.98,Low,Accessories,0
198822,2019-05-25 07:40:00,Atlanta,5,7,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
198823,2019-05-01 18:35:00,Boston,5,18,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
198824,2019-05-13 17:48:00,New York City,5,17,Monday,Weekday,1,1,999.99,High,Electronics,0
198825,2019-05-19 06:29:00,Dallas,5,6,Sunday,Weekend,1,1,109.99,Medium,Electronics,0
198826,2019-05-14 18:56:00,Austin,5,18,Tuesday,Weekday,1,1,2.99,Low,Accessories,0
198827,2019-05-25 17:22:00,San Francisco,5,17,Saturday,Weekend,1,1,3.84,Low,Accessories,0
198828,2019-05-02 18:52:00,San Francisco,5,18,Thursday,Weekday,1,1,149.99,Medium,Electronics,0
198829,2019-05-20 21:36:00,Dallas,5,21,Monday,Weekday,1,1,11.95,Low,Accessories,0
198830,2019-05-13 18:50:00,Boston,5,18,Monday,Weekday,1,1,150.0,High,Audio,0
198831,2019-05-31 17:41:00,New York City,5,17,Friday,Weekday,1,1,14.95,Medium,Accessories,0
198832,2019-05-15 10:08:00,San Francisco,5,10,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
198833,2019-05-13 20:45:00,New York City,5,20,Monday,Weekday,1,1,389.99,High,Electronics,0
198834,2019-05-11 09:35:00,San Francisco,5,9,Saturday,Weekend,1,1,999.99,High,Electronics,0
198835,2019-05-25 14:12:00,San Francisco,5,14,Saturday,Weekend,1,1,11.99,Low,Audio,0
198836,2019-05-15 16:23:00,New York City,5,16,Wednesday,Weekday,1,1,2.99,Low,Accessories,0
198837,2019-05-02 20:45:00,New York City,5,20,Thursday,Weekday,1,1,149.99,Medium,Electronics,0
198838,2019-05-25 17:25:00,Portland,5,17,Saturday,Weekend,1,1,109.99,Medium,Electronics,0
198839,2019-05-06 17:48:00,Boston,5,17,Monday,Weekday,2,1,5.98,Low,Accessories,0
198840,2019-05-07 15:35:00,Portland,5,15,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
198841,2019-05-16 20:36:00,Seattle,5,20,Thursday,Weekday,1,1,11.99,Low,Audio,0
198842,2019-05-19 21:35:00,Boston,5,21,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
198843,2019-05-20 13:08:00,Portland,5,13,Monday,Weekday,1,1,11.95,Low,Accessories,0
198844,2019-05-17 10:04:00,San Francisco,5,10,Friday,Weekday,1,1,11.99,Low,Audio,0
198845,2019-05-02 16:09:00,Los Angeles,5,16,Thursday,Weekday,1,1,3.84,Low,Accessories,0
198846,2019-05-09 13:01:00,Seattle,5,13,Thursday,Weekday,1,1,11.95,Low,Accessories,0
198847,2019-05-04 00:54:00,Boston,5,0,Saturday,Weekend,2,2,161.99,High,Audio,1
198848,2019-05-16 07:32:00,San Francisco,5,7,Thursday,Weekday,1,1,2.99,Low,Accessories,0
198849,2019-05-08 23:04:00,Seattle,5,23,Wednesday,Weekday,2,1,7.68,Low,Accessories,0
198850,2019-05-16 21:36:00,New York City,5,21,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
198851,2019-05-10 21:09:00,Atlanta,5,21,Friday,Weekday,2,1,7.68,Low,Accessories,0
198852,2019-05-28 12:50:00,Portland,5,12,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
198853,2019-05-14 20:06:00,Atlanta,5,20,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
198854,2019-05-10 07:38:00,Portland,5,7,Friday,Weekday,1,1,11.99,Low,Audio,0
198855,2019-05-05 20:44:00,Dallas,5,20,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
198856,2019-05-20 09:07:00,Portland,5,9,Monday,Weekday,1,1,150.0,High,Audio,0
198857,2019-05-03 21:05:00,Los Angeles,5,21,Friday,Weekday,1,1,99.99,Medium,Audio,0
198858,2019-05-27 19:40:00,Atlanta,5,19,Monday,Weekday,1,1,11.95,Low,Accessories,0
198859,2019-05-27 12:45:00,San Francisco,5,12,Monday,Weekday,1,1,379.99,High,Electronics,0
198860,2019-05-22 02:26:00,San Francisco,5,2,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
198861,2019-05-14 12:38:00,Los Angeles,5,12,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
198862,2019-05-12 22:50:00,Boston,5,22,Sunday,Weekend,1,1,109.99,Medium,Electronics,0
198863,2019-05-14 23:37:00,Atlanta,5,23,Tuesday,Weekday,1,1,99.99,Medium,Audio,0
198864,2019-05-24 05:47:00,Boston,5,5,Friday,Weekday,1,1,99.99,Medium,Audio,0
198865,2019-05-25 17:47:00,Boston,5,17,Saturday,Weekend,1,1,11.99,Low,Audio,0
198866,2019-05-04 22:17:00,Austin,5,22,Saturday,Weekend,1,1,11.95,Low,Accessories,0
198867,2019-05-15 10:09:00,New York City,5,10,Wednesday,Weekday,2,1,23.9,Medium,Accessories,0
198868,2019-05-29 03:58:00,Boston,5,3,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
198869,2019-05-08 15:29:00,Austin,5,15,Wednesday,Weekday,1,1,150.0,High,Audio,0
198870,2019-05-02 22:51:00,Portland,5,22,Thursday,Weekday,2,1,5.98,Low,Accessories,0
198871,2019-05-01 16:19:00,Portland,5,16,Wednesday,Weekday,1,1,999.99,High,Electronics,0
198872,2019-05-08 12:40:00,San Francisco,5,12,Wednesday,Weekday,1,1,2.99,Low,Accessories,0
198873,2019-05-09 03:01:00,Portland,5,3,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
198874,2019-05-03 12:28:00,Portland,5,12,Friday,Weekday,1,1,2.99,Low,Accessories,0
198875,2019-05-31 22:30:00,Boston,5,22,Friday,Weekday,1,1,11.99,Low,Audio,0
198876,2019-05-25 13:42:00,San Francisco,5,13,Saturday,Weekend,1,1,3.84,Low,Accessories,0
198877,2019-05-10 15:08:00,Dallas,5,15,Friday,Weekday,1,1,14.95,Medium,Accessories,0
198878,2019-05-11 16:56:00,New York City,5,16,Saturday,Weekend,1,1,11.95,Low,Accessories,0
198879,2019-05-24 12:42:00,Portland,5,12,Friday,Weekday,2,1,23.98,Medium,Audio,0
198880,2019-05-06 19:02:00,Los Angeles,5,19,Monday,Weekday,1,1,11.99,Low,Audio,0
198881,2019-05-16 11:56:00,Los Angeles,5,11,Thursday,Weekday,1,1,2.99,Low,Accessories,0
198882,2019-05-28 12:57:00,Los Angeles,5,12,Tuesday,Weekday,1,1,1700.0,High,Electronics,0
198883,2019-05-18 09:01:00,Seattle,5,9,Saturday,Weekend,1,1,2.99,Low,Accessories,0
198884,2019-05-31 20:04:00,Boston,5,20,Friday,Weekday,1,1,600.0,High,Electronics,0
198885,2019-05-18 16:13:00,San Francisco,5,16,Saturday,Weekend,1,1,999.99,High,Electronics,0
198886,2019-05-18 14:10:00,Atlanta,5,14,Saturday,Weekend,1,1,999.99,High,Electronics,0
198887,2019-05-30 10:51:00,Boston,5,10,Thursday,Weekday,1,1,3.84,Low,Accessories,0
198888,2019-05-30 14:44:00,New York City,5,14,Thursday,Weekday,1,1,600.0,High,Electronics,0
198889,2019-05-10 19:35:00,Austin,5,19,Friday,Weekday,2,1,5.98,Low,Accessories,0
198890,2019-05-26 13:47:00,Portland,5,13,Sunday,Weekend,1,1,2.99,Low,Accessories,0
198891,2019-05-13 11:43:00,Los Angeles,5,11,Monday,Weekday,1,1,14.95,Medium,Accessories,0
198892,2019-05-12 14:06:00,San Francisco,5,14,Sunday,Weekend,1,1,150.0,High,Audio,0
198893,2019-05-02 21:44:00,Boston,5,21,Thursday,Weekday,1,1,600.0,High,Electronics,0
198894,2019-05-30 19:29:00,New York City,5,19,Thursday,Weekday,1,1,999.99,High,Electronics,0
198895,2019-05-02 01:13:00,Dallas,5,1,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
198896,2019-05-04 00:46:00,San Francisco,5,0,Saturday,Weekend,1,1,11.99,Low,Audio,0
198897,2019-05-31 15:39:00,Dallas,5,15,Friday,Weekday,3,1,35.849999999999994,Medium,Accessories,0
198898,2019-05-16 18:24:00,San Francisco,5,18,Thursday,Weekday,1,1,150.0,High,Audio,0
198899,2019-05-13 13:28:00,Los Angeles,5,13,Monday,Weekday,1,1,150.0,High,Audio,0
198900,2019-05-15 21:07:00,Los Angeles,5,21,Wednesday,Weekday,2,1,7.68,Low,Accessories,0
198901,2019-05-14 14:06:00,Austin,5,14,Tuesday,Weekday,1,1,99.99,Medium,Audio,0
198902,2019-05-03 17:26:00,Los Angeles,5,17,Friday,Weekday,1,1,999.99,High,Electronics,0
198903,2019-05-11 20:42:00,Boston,5,20,Saturday,Weekend,2,1,7.68,Low,Accessories,0
198904,2019-05-27 22:33:00,Portland,5,22,Monday,Weekday,1,1,11.95,Low,Accessories,0
198905,2019-05-21 20:46:00,San Francisco,5,20,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
198906,2019-05-02 13:29:00,New York City,5,13,Thursday,Weekday,1,1,2.99,Low,Accessories,0
198907,2019-05-09 20:11:00,San Francisco,5,20,Thursday,Weekday,1,1,3.84,Low,Accessories,0
198908,2019-05-30 10:41:00,San Francisco,5,10,Thursday,Weekday,2,1,5.98,Low,Accessories,0
198909,2019-05-14 19:18:00,San Francisco,5,19,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
198910,2019-05-19 08:47:00,New York City,5,8,Sunday,Weekend,1,1,11.99,Low,Audio,0
198911,2019-05-07 09:41:00,Dallas,5,9,Tuesday,Weekday,1,1,150.0,High,Audio,0
198912,2019-05-08 09:02:00,Dallas,5,9,Wednesday,Weekday,1,1,150.0,High,Audio,0
198913,2019-05-24 10:41:00,Seattle,5,10,Friday,Weekday,1,1,600.0,High,Electronics,0
198914,2019-05-15 14:56:00,Seattle,5,14,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
198915,2019-05-09 15:39:00,Los Angeles,5,15,Thursday,Weekday,1,1,11.95,Low,Accessories,0
198916,2019-05-09 20:39:00,Dallas,5,20,Thursday,Weekday,1,1,11.95,Low,Accessories,0
198917,2019-05-03 15:39:00,San Francisco,5,15,Friday,Weekday,1,1,999.99,High,Electronics,0
198918,2019-05-22 11:25:00,Los Angeles,5,11,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
198919,2019-05-18 09:12:00,Boston,5,9,Saturday,Weekend,1,1,300.0,High,Electronics,0
198920,2019-05-22 20:48:00,Dallas,5,20,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
198921,2019-05-31 13:03:00,Dallas,5,13,Friday,Weekday,1,1,99.99,Medium,Audio,0
198922,2019-05-13 07:00:00,Austin,5,7,Monday,Weekday,1,1,11.99,Low,Audio,0
198923,2019-05-07 19:17:00,Seattle,5,19,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
198924,2019-05-13 21:17:00,New York City,5,21,Monday,Weekday,1,1,11.95,Low,Accessories,0
198925,2019-05-10 17:17:00,New York City,5,17,Friday,Weekday,1,1,149.99,Medium,Electronics,0
198926,2019-05-06 00:20:00,San Francisco,5,0,Monday,Weekday,2,1,23.9,Medium,Accessories,0
198927,2019-05-25 16:19:00,San Francisco,5,16,Saturday,Weekend,1,1,3.84,Low,Accessories,0
198928,2019-05-08 22:46:00,Boston,5,22,Wednesday,Weekday,1,1,379.99,High,Electronics,0
198929,2019-05-22 00:41:00,Seattle,5,0,Wednesday,Weekday,5,1,14.95,Medium,Accessories,0
198930,2019-05-17 18:40:00,San Francisco,5,18,Friday,Weekday,2,1,5.98,Low,Accessories,0
198931,2019-05-24 05:45:00,Portland,5,5,Friday,Weekday,1,1,3.84,Low,Accessories,0
198932,2019-05-08 20:48:00,San Francisco,5,20,Wednesday,Weekday,1,1,11.95,Low,Accessories,0
198933,2019-05-25 20:09:00,San Francisco,5,20,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
198934,2019-05-20 14:17:00,San Francisco,5,14,Monday,Weekday,1,1,389.99,High,Electronics,0
198935,2019-05-02 19:20:00,Los Angeles,5,19,Thursday,Weekday,2,1,29.9,Medium,Accessories,0
198936,2019-05-03 05:50:00,Atlanta,5,5,Friday,Weekday,1,1,14.95,Medium,Accessories,0
198937,2019-05-05 19:42:00,Los Angeles,5,19,Sunday,Weekend,1,1,389.99,High,Electronics,0
198938,2019-05-04 08:34:00,Atlanta,5,8,Saturday,Weekend,1,1,11.99,Low,Audio,0
198939,2019-05-18 12:41:00,San Francisco,5,12,Saturday,Weekend,1,1,389.99,High,Electronics,0
198940,2019-05-27 15:50:00,Dallas,5,15,Monday,Weekday,1,1,11.95,Low,Accessories,0
198941,2019-05-07 21:56:00,Los Angeles,5,21,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
198942,2019-05-17 21:03:00,Austin,5,21,Friday,Weekday,1,1,99.99,Medium,Audio,0
198943,2019-05-16 10:50:00,San Francisco,5,10,Thursday,Weekday,1,1,99.99,Medium,Audio,0
198944,2019-05-05 01:36:00,San Francisco,5,1,Sunday,Weekend,1,1,11.95,Low,Accessories,0
198945,2019-05-20 13:59:00,New York City,5,13,Monday,Weekday,1,1,149.99,Medium,Electronics,0
198946,2019-05-31 16:54:00,Boston,5,16,Friday,Weekday,1,1,389.99,High,Electronics,0
198947,2019-05-10 14:22:00,San Francisco,5,14,Friday,Weekday,1,1,389.99,High,Electronics,0
198948,2019-05-18 00:22:00,San Francisco,5,0,Saturday,Weekend,2,1,300.0,High,Audio,0
198949,2019-05-28 15:54:00,New York City,5,15,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
198950,2019-05-25 13:01:00,Seattle,5,13,Saturday,Weekend,1,1,11.95,Low,Accessories,0
198951,2019-05-18 11:56:00,New York City,5,11,Saturday,Weekend,2,1,7.68,Low,Accessories,0
198952,2019-05-18 13:37:00,Atlanta,5,13,Saturday,Weekend,1,1,11.99,Low,Audio,0
198953,2019-05-29 18:53:00,Atlanta,5,18,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
198954,2019-05-30 10:23:00,San Francisco,5,10,Thursday,Weekday,1,1,3.84,Low,Accessories,0
198955,2019-05-08 01:42:00,Boston,5,1,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
198956,2019-05-15 06:39:00,New York City,5,6,Wednesday,Weekday,3,1,11.52,Low,Accessories,0
198957,2019-05-22 12:41:00,San Francisco,5,12,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
198958,2019-05-12 02:14:00,New York City,5,2,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
198959,2019-05-06 16:14:00,San Francisco,5,16,Monday,Weekday,2,1,5.98,Low,Accessories,0
198960,2019-05-06 10:57:00,Los Angeles,5,10,Monday,Weekday,1,1,99.99,Medium,Audio,0
198961,2019-05-14 13:56:00,Atlanta,5,13,Tuesday,Weekday,1,1,400.0,High,Electronics,0
198962,2019-05-29 13:58:00,Seattle,5,13,Wednesday,Weekday,1,1,150.0,High,Audio,0
198963,2019-05-30 14:39:00,San Francisco,5,14,Thursday,Weekday,1,1,11.95,Low,Accessories,0
198964,2019-05-30 15:56:00,Austin,5,15,Thursday,Weekday,2,1,5.98,Low,Accessories,0
198965,2019-05-15 19:13:00,Los Angeles,5,19,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
